head,relation,tail,verdict_qwen,verdict_gpt
congestion,increases,queue,yes,yes
congestion,causes,buffer,no,yes
timeout interval,requires,average interval,,yes
timeout interval,requires,maximum delay,yes,yes
datagram,contains,transport segment,yes,yes
datagram,contains,data field,yes,yes
datagram,contains,protocol information,yes,yes
tcp,requires,data buffer,yes,yes
tcp,provides,segment data,yes,yes
tcp,sends,the segment and data,yes,yes
tcp,receives,source port,no,yes
timeout,causes,delay,yes,no
timeout,causes,congestion window,,yes
timeout interval,requires,length of interval,yes,yes
timeout interval,requires,average time,yes,yes
congestion control,requires,window control,yes,yes
congestion control,requires,bandwidth control,no,yes
congestion,increases,queue delays,yes,yes
timeout,causes,event,yes,yes
congestion,increases,average delay,yes,yes
congestion control,requires,packet delay,no,yes
congestion control,supports,window control,yes,yes
congestion,causes,queue delays,yes,yes
congestion,causes,bandwidth loss,no,yes
tcp,receives,data transmission,no,yes
tcp,sends,packets,yes,yes
tcp,requires,congestion avoidance,,yes
tcp,requires,rate control,,yes
tcp,sends,packet,,yes
tcp,sends,a packet,yes,yes
ethernet,provides,bandwidth efficiency,yes,yes
duplicate ack,identifies,segment,,yes
duplicate ack,identifies,packet,no,yes
duplicate ack,identifies,congestion,yes,yes
duplicate ack,is_a,segment,yes,yes
gbn,requires,error checks,yes,yes
duplicate ack,is_a,packet,yes,yes
gbn,requires,timer,yes,yes
tcp,receives,connection window,no,yes
tcp,sends,control of the connection,,yes
tcp,supports,rate control,yes,yes
tcp,supports,buffer control,,yes
congestion control,requires,bandwidth checks,yes,yes
tcp,requires,rate calculation,yes,yes
tcp,has_part,receiver behavior,yes,yes
tcp,receives,information,yes,yes
tcp,supports,data service,yes,yes
receive window,enables,buffer control,yes,yes
tcp,has_part,control,no,yes
receive window,enables,rate control,yes,yes
receive window,enables,data transfer,yes,yes
tcp,sends,a segment of data,yes,yes
tcp,sends,segment from the host,yes,yes
tcp,supports,error check,yes,yes
acknowledgment,enables,window,yes,yes
receive window,enables,data byte,no,yes
receive window,enables,segment rate,,yes
udp,requires,buffer,yes,yes
socket,receives,message,yes,yes
acknowledgment,increases,window,yes,yes
tcp connection establishment,increases,delay,yes,yes
socket,receives,segments,yes,yes
tcp connection establishment,increases,congestion,,yes
tcp connection establishment,increases,network delay,yes,yes
tcp connection establishment,increases,traffic congestion,no,yes
tcp,requires,segment window,yes,yes
tcp,supports,receiver window,yes,yes
tcp,supports,congestion avoidance,yes,yes
tcp,sends,segment in connection,yes,yes
tcp,sends,segment over link,yes,yes
tcp segment,contains,application data,yes,yes
tcp segment,provides,application data,no,yes
tcp,sends,client segment,yes,yes
tcp,has_part,window control,,yes
tcp segment,contains,port number,yes,yes
tcp segment,contains,destination port,yes,yes
tcp,supports,connection segment,yes,yes
tcp segment,provides,error control,yes,no
congestion control,requires,rate,yes,yes
congestion control,requires,bandwidth,yes,yes
socket,receives,data packet,yes,yes
router,enables,packet routing,yes,yes
router,forwards,data packets,yes,yes
router,forwards,information packets,yes,yes
router,receives,input data,yes,yes
router,receives,network data,yes,yes
router,enables,congestion control,,yes
router,causes,buffer delay,yes,yes
router,causes,congestion,yes,yes
router,causes,link congestion,,yes
router,enables,buffer,,yes
router,enables,queue,no,yes
router,enables,packet loss,no,yes
router,enables,packet buffer,no,yes
router,causes,delay,yes,yes
router,enables,packet transmission,no,yes
router,enables,congestion,,yes
router,forwards,data transfer,,yes
transport layer,provides,header checks,yes,yes
transport layer,provides,packet transmission,yes,no
transport layer,implements,congestion correction,yes,no
router,receives,packet rate,yes,no
socket,receives,bytes,yes,yes
transport layer,sends,data to the network,yes,no
transport layer,sends,packet and data,yes,no
transport layer,receives,network packet,,yes
transport layer,receives,application data,no,yes
router,enables,minimum delay,yes,no
buffer,causes,loss,yes,yes
buffer,increases,queue,,yes
buffer,causes,congestion,,yes
packet loss,increases,transmission,no,yes
router,causes,queue delay,yes,yes
timeout,causes,congestion,,yes
router,forwards,packet received,yes,no
router,forwards,packet transmitted,yes,yes
router,enables,queue buffer,no,yes
router,enables,packet flow,yes,yes
router,forwards,traffic,yes,yes
packet,has_part,sequence,yes,yes
router,enables,traffic routing,yes,yes
router,forwards,messages,yes,yes
router,causes,cost,no,yes
router,receives,packet to receiver,yes,no
router,enables,minimum cost,,yes
router,has_part,output rate,yes,no
router,receives,packets from link,yes,yes
router,receives,packet at link,yes,yes
router,receives,packet from route,yes,no
router,receives,packet through link,,yes
congestion,causes,queue delay,yes,yes
congestion,causes,transmission loss,yes,yes
tcp,requires,packet header,yes,yes
congestion,increases,queue delay,yes,yes
tcp,has_part,flow control,yes,yes
tcp,receives,the segment,yes,yes
tcp,supports,flow control,yes,yes
tcp,receives,a packet,yes,yes
network layer,enables,explicit congestion control,yes,yes
congestion control,supports,error management,yes,no
network layer,enables,routing calculation,yes,yes
transport layer,receives,network,no,yes
tcp,supports,error control,yes,yes
tcp,receives,window,no,yes
tcp,supports,window calculation,yes,yes
tcp,sends,window,no,yes
tcp,supports,packet avoidance,yes,no
tcp,requires,protocol header,yes,yes
tcp,receives,congestion packet,no,yes
tcp,sends,a congestion packet,no,yes
timeout,causes,congestion event,no,yes
timeout,causes,delay time,,yes
tcp,sends,"packet , segment",yes,no
tcp segment,provides,data transfer,yes,yes
tcp,sends,a segment from the connection,yes,yes
tcp,supports,timer checks,yes,yes
tcp,provides,loss detection,yes,yes
slow start,increases,transmission rate,yes,yes
slow start,increases,window,yes,yes
tcp,sends,segment to receiver,yes,no
slow start,increases,speed,yes,yes
congestion avoidance,increases,window size,yes,yes
congestion avoidance,increases,transmission rate,yes,no
slow start,part_of,slow start and avoidance,yes,yes
slow start,part_of,window control,yes,yes
slow start,part_of,rate control,yes,yes
tcp,requires,segment number,yes,yes
tcp,requires,buffer amount,yes,yes
tcp,provides,window,yes,yes
slow start,increases,bandwidth,,yes
slow start,increases,packet rate,yes,yes
tcp,requires,connection time,yes,yes
tcp,supports,congestion window,yes,yes
tcp,supports,packet transfer,yes,yes
slow start,increases,average delay,no,yes
tcp,implements,loss checks,yes,no
tcp,supports,data channel,yes,yes
tcp,implements,transmission control,yes,yes
tcp,requires,receiver buffer,yes,yes
tcp,requires,loss event,yes,no
tcp,sends,"segment , segment",yes,no
tcp,has_part,congestion window,yes,yes
tcp,supports,transmission rate,yes,yes
tcp,has_part,bandwidth control,yes,no
tcp,requires,segment size,yes,yes
tcp,provides,idle detection,no,yes
tcp,sends,segment and buffer,yes,no
slow start,increases,rate,yes,yes
tcp,supports,rate calculation,yes,yes
tcp,has_part,slow window,yes,no
slow start,increases,delay,no,yes
tcp,supports,data transmission,yes,yes
timeout,causes,window size,no,yes
tcp,supports,segment rate,yes,no
tcp,supports,receiver buffer,yes,yes
tcp,sends,the segment in a connection,yes,yes
tcp,sends,the segment from the connection,,yes
tcp,has_part,loss detection,yes,yes
tcp,requires,loss avoidance,no,yes
duplicate ack,identifies,segment loss,yes,yes
tcp,receives,"segment , data",yes,yes
tcp,sends,the window,yes,yes
tcp,supports,sequence checks,yes,yes
tcp reno,implements,window calculation,yes,yes
tcp reno,implements,congestion control,yes,yes
tcp reno,implements,rate control,yes,yes
tcp,requires,segment sequence,yes,yes
tcp reno,implements,congestion avoidance,yes,yes
slow start,increases,queue delay,,yes
slow start,increases,packet loss,,yes
tcp reno,implements,data transfer,yes,yes
slow start,increases,transfer rate,yes,yes
tcp,receives,receiver window,,yes
slow start,increases,flow,yes,yes
congestion avoidance,increases,window,yes,yes
slow start,part_of,the congestion control,yes,yes
slow start,part_of,tc - control,yes,yes
tcp,is_a,transmission control,yes,no
tcp,requires,segment of sequence,yes,yes
tcp,sends,a window,no,yes
tcp,requires,receiver checks,yes,no
tcp,runs_on,the network,yes,yes
tcp cubic,implements,congestion control,yes,yes
tcp cubic,implements,rate calculation,yes,yes
tcp cubic,implements,priority checks,yes,no
tcp cubic,increases,bandwidth,yes,yes
tcp cubic,increases,rate,yes,yes
tcp cubic,increases,speed,yes,yes
tcp cubic,provides,congestion avoidance,yes,yes
tcp cubic,increases,window,yes,yes
tcp cubic,provides,rate control,yes,yes
tcp cubic,provides,traffic flow,,yes
tcp cubic,provides,bandwidth detection,yes,no
tcp cubic,provides,efficiency,no,yes
tcp reno,implements,rate calculation,yes,no
tcp reno,implements,flow control,no,yes
tcp cubic,increases,window size,yes,yes
tcp cubic,implements,window control,,yes
tcp cubic,increases,congestion window size,yes,yes
tcp cubic,increases,transmission rate,yes,yes
tcp cubic,implements,window calculation,yes,yes
tcp cubic,provides,congestion control,yes,yes
tcp cubic,implements,rate control,yes,yes
tcp cubic,increases,delay,no,yes
tcp cubic,provides,loss detection,,yes
tcp cubic,provides,bandwidth efficiency,yes,yes
tcp cubic,provides,transmission speed,no,yes
tcp cubic,increases,data rate,yes,yes
tcp cubic,increases,traffic amount,yes,yes
tcp cubic,provides,bandwidth management,no,yes
tcp cubic,provides,traffic avoidance,no,yes
tcp reno,implements,loss avoidance,yes,yes
tcp,requires,window rate,yes,no
tcp,requires,loss control,yes,yes
tcp,supports,loss checks,yes,yes
tcp,receives,a connection,no,yes
congestion avoidance,increases,traffic flow,no,yes
tcp,sends,its window,,yes
tcp,requires,window checks,,yes
tcp,receives,ip,,yes
tcp,supports,application protocols,yes,yes
tcp,receives,packet data,yes,yes
ip,provides,error detection,,yes
tcp,provides,packet loss detection,yes,yes
tcp,requires,window buffer,yes,yes
tcp,requires,sequence checks,yes,yes
tcp,receives,traffic,yes,yes
tcp,supports,segment and packet,yes,no
tcp,supports,window and buffer,yes,yes
tcp,supports,data and control,yes,yes
tcp,implements,window modulation,,yes
tcp,receives,multiple connections,,yes
tcp,supports,transmission control,yes,yes
tcp,supports,window algorithm,yes,yes
udp,supports,application traffic,yes,yes
congestion control,requires,transmission rate,yes,yes
congestion control,requires,buffer queue,yes,yes
udp,requires,bandwidth,yes,yes
udp,implements,ud checks,yes,no
tcp,sends,segment of data,yes,yes
tcp,provides,loss avoidance,yes,yes
tcp,sends,transfer of data,yes,no
tcp,supports,window checks,,yes
tcp cubic,implements,bandwidth control,yes,yes
transport layer,provides,protocols,no,yes
tcp cubic,implements,traffic control,yes,yes
tcp cubic,increases,traffic rate,yes,yes
tcp cubic,increases,queue delay,,yes
tcp cubic,provides,traffic control,,yes
quic,implements,flow control,yes,yes
quic,implements,bandwidth management,no,yes
quic,implements,data transfer,yes,yes
quic,implements,traffic management,yes,yes
quic,runs_on,server,yes,no
congestion control,supports,application layer,,yes
quic,supports,security,yes,yes
congestion control,supports,service management,,yes
congestion control,supports,network control,no,yes
